,,,,
rSTG,1.2207E-03,,,
cSTG,4.3778E-05,,,
rMTG,2.7016E-05,,,
mMTG,8.8575E-05,,,
cMTG,0.0078,,,
ventralprecentral,7.9529E-07,,,
dorsalprecentral,0.24414,,,
postcentral,6.3638E-11,,,
caudalmiddlefrontal,2.4414E-04,,,
rostralmiddlefrontal,7.9529E-07,,,
parstriangularis,1.6803E-04,,,
parsopercularis,5.6831E-08,,,
supramarginal,6.1035E-05,,,
